SalesDate,Region,Cust_Type,Customer,Buz_Segt,Category,Model,Model_Color,ListPrice,OrderQty,Gross Sales Amt,Disc %
19-Feb-18,United States,Silver,Grand Discount Store,Components,Wheels,HL Mountain Rear Wheel,Black,327,8,2616,5%
19-Feb-18,United States,Silver,Futuristic Sport Distributors,Components,Wheels,LL Road Rear Wheel,Black,113,5,565,5%
19-Feb-18,United States,Gold,Noiseless Gear Company,Clothing,Gloves,Full-Finger Gloves,Black,38,5,190,12%
19-Feb-18,United States,Silver,Wholesale Bikes,Clothing,Tights,Women's Tights,Black,75,3,225,5%
19-Feb-18,France,Silver,Metropolitan Equipment,Clothing,Tights,Women's Tights,Black,75,1,75,5%
19-Feb-18,Canada,Gold,Tire Exchange,Clothing,Caps,Cycling Cap,Multi,9,4,36,2%
19-Feb-18,United States,Silver,Safe Cycles Shop,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,5%
19-Feb-18,Canada,Silver,Remote Bicycle Specialists,Bikes,Road Bikes,Road-650,Red,783,2,1566,0%
20-Feb-18,United States,Silver,Exhilarating Cycles,Clothing,Shorts,Men's Sports Shorts,Black,60,5,300,5%
20-Feb-18,United States,Silver,Fitness Sport Boutique,Accessories,Helmets,Sport-100,Black,35,5,175,5%
20-Feb-18,United States,Silver,Village Tours,Bikes,Mountain Bikes,Mountain-200,Black,2295,1,2295,5%
20-Feb-18,Canada,Silver,Rapid Bikes,Clothing,Tights,Women's Tights,Black,75,4,300,0%
21-Feb-18,United States,Silver,Latest Sports Equipment,Clothing,Shorts,Men's Sports Shorts,Black,60,7,420,5%
21-Feb-18,United Kingdom,Silver,Prosperous Tours,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,10%
21-Feb-18,United States,Silver,Wholesale Bikes,Bikes,Road Bikes,Road-650,Black,783,3,2349,5%
21-Feb-18,Canada,Silver,General Supplies,Accessories,Locks,Cable Lock,,25,1,25,0%
21-Feb-18,United States,Silver,Brightwork Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,5,250,5%
21-Feb-18,United States,Silver,Sheet Metal Manufacturing,Components,Handlebars,HL Road Handlebars,,120,5,600,5%
21-Feb-18,United Kingdom,Silver,Vigorous Sports Store,Bikes,Road Bikes,Road-550-W,Yellow,1120,1,1120,10%
22-Feb-18,United States,Gold,Mechanical Products Ltd.,Components,Road Frames,ML Road Frame-W,Yellow,595,4,2380,12%
22-Feb-18,Canada,Silver,Nice Bikes,Components,Road Frames,LL Road Frame,Red,337,1,337,0%
22-Feb-18,United Kingdom,Gold,Metropolitan Bicycle Supply,Components,Forks,HL Fork,,229,3,687,24%
23-Feb-18,United States,Silver,Latest Sports Equipment,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,5%
23-Feb-18,United States,Gold,Retail Sales and Service,Accessories,Pumps,Minipump,,20,3,60,12%
23-Feb-18,Canada,Gold,Family's Favorite Bike Shop,Bikes,Mountain Bikes,Mountain-200,Silver,2320,1,2320,2%
23-Feb-18,United States,Silver,Totes & Baskets Company,Clothing,Caps,Cycling Cap,Multi,9,7,63,5%
23-Feb-18,Canada,Platinum,One Bike Company,Bikes,Mountain Bikes,Mountain-200,Silver,2320,1,2320,8%
24-Feb-18,United States,Silver,Casual Bicycle Store,Clothing,Shorts,Men's Sports Shorts,Black,60,5,300,5%
24-Feb-18,Canada,Silver,Sixth Bike Store,Clothing,Gloves,Full-Finger Gloves,Black,38,10,380,0%
24-Feb-18,Canada,Gold,Mercantile Outlet,Components,Forks,LL Fork,,148,1,148,2%
24-Feb-18,France,Silver,Metropolitan Equipment,Accessories,Locks,Cable Lock,,25,5,125,5%
24-Feb-18,United States,Gold,World of Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,12%
24-Feb-18,United States,Silver,Safe Cycles Shop,Bikes,Mountain Bikes,Mountain-200,Black,2295,2,4590,5%
25-Feb-18,United States,Gold,Bike Dealers Association,Clothing,Tights,Women's Tights,Black,75,3,225,12%
25-Feb-18,United States,Silver,Frugal Bike Shop,Accessories,Locks,Cable Lock,,25,3,75,5%
25-Feb-18,United States,Platinum,Sturdy Toys,Components,Handlebars,ML Mountain Handlebars,,62,3,186,15%
25-Feb-18,United States,Gold,Wheelsets Storehouse,Accessories,Locks,Cable Lock,,25,4,100,12%
25-Feb-18,United States,Silver,Mountain Bike Center,Clothing,Shorts,Men's Sports Shorts,Black,60,5,300,5%
25-Feb-18,Canada,Silver,Family Cycle Store,Components,Wheels,ML Mountain Rear Wheel,Black,236,4,944,0%
25-Feb-18,Canada,Gold,Metal Processing Company,Clothing,Tights,Women's Tights,Black,75,2,150,2%
26-Feb-18,United States,Silver,Futuristic Sport Distributors,Clothing,Tights,Women's Tights,Black,75,11,825,5%
26-Feb-18,United States,Silver,Immediate Repair Shop,Clothing,Gloves,Full-Finger Gloves,Black,38,9,342,5%
26-Feb-18,France,Silver,Spa and Exercise Outfitters,Components,Mountain Frames,HL Mountain Frame,Silver,1365,1,1365,5%
27-Feb-18,United States,Silver,Classic Cycle Store,Components,Mountain Frames,ML Mountain Frame,Black,349,1,349,5%
27-Feb-18,United States,Silver,Better Bike Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,5%
27-Feb-18,United States,Gold,eCommerce Bikes,Accessories,Helmets,Sport-100,Black,35,7,245,12%
27-Feb-18,United States,Silver,Initial Bike Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,5%
27-Feb-18,Canada,Gold,Vigorous Exercise Company,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,5,450,2%
28-Feb-18,United States,Silver,Fitness Sport Boutique,Clothing,Shorts,Men's Sports Shorts,Black,60,1,60,5%
28-Feb-18,France,Silver,Registered Cycle Store,Accessories,Pumps,Minipump,,20,6,120,5%
28-Feb-18,United States,Gold,eCommerce Bikes,Accessories,Locks,Cable Lock,,25,2,50,12%
28-Feb-18,United Kingdom,Gold,Metropolitan Bicycle Supply,Components,Handlebars,ML Mountain Handlebars,,62,7,434,24%
28-Feb-18,United States,Platinum,Optimal Bikes,Clothing,Gloves,Half-Finger Gloves,Black,24,1,24,15%
01-Mar-18,United States,Gold,Associated Bikes,Components,Wheels,HL Mountain Front Wheel,Black,300,1,300,12%
01-Mar-18,United States,Silver,Orange Bicycle Company,Clothing,Caps,Cycling Cap,Multi,9,4,36,5%
01-Mar-18,France,Silver,Registered Cycle Store,Clothing,Caps,Cycling Cap,Multi,9,8,72,5%
01-Mar-18,United States,Silver,Field Trip Store,Clothing,Caps,Cycling Cap,Multi,9,6,54,5%
01-Mar-18,United Kingdom,Silver,Commerce Bicycle Specialists,Accessories,Locks,Cable Lock,,25,3,75,10%
01-Mar-18,United States,Gold,Commercial Sporting Goods,Components,Wheels,HL Mountain Rear Wheel,Black,327,5,1635,12%
01-Mar-18,United Kingdom,Gold,Tachometers and Accessories,Clothing,Gloves,Full-Finger Gloves,Black,38,1,38,24%
01-Mar-18,United States,Gold,"Fabrikam Inc., West",Clothing,Gloves,Full-Finger Gloves,Black,38,4,152,12%
01-Mar-18,Canada,Silver,Family Cycle Store,Components,Mountain Frames,ML Mountain Frame,Black,349,4,1396,0%
01-Mar-18,Canada,Silver,Famous Bike Shop,Clothing,Tights,Women's Tights,Black,75,1,75,0%
02-Mar-18,United States,Silver,Modular Cycle Systems,Components,Wheels,LL Road Rear Wheel,Black,113,4,452,5%
02-Mar-18,United States,Silver,Year-Round Sports,Bikes,Mountain Bikes,Mountain-200,Black,2295,2,4590,5%
02-Mar-18,United States,Gold,Closeout Boutique,Clothing,Caps,Cycling Cap,Multi,9,4,36,12%
02-Mar-18,France,Silver,Registered Cycle Store,Components,Wheels,LL Mountain Front Wheel,Black,61,4,244,5%
02-Mar-18,United States,Silver,The Gear Store,Clothing,Caps,Cycling Cap,Multi,9,6,54,5%
02-Mar-18,United States,Gold,Riders Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,4,200,12%
03-Mar-18,United States,Silver,Latest Sports Equipment,Clothing,Caps,Cycling Cap,Multi,9,2,18,5%
03-Mar-18,United States,Platinum,Rally Day Mall,Accessories,Locks,Cable Lock,,25,3,75,15%
03-Mar-18,United States,Silver,Mountain Bike Center,Components,Road Frames,ML Road Frame-W,Yellow,595,3,1785,5%
03-Mar-18,Canada,Silver,Retreat Inn,Accessories,Pumps,Minipump,,20,6,120,0%
03-Mar-18,Canada,Silver,Custom Accessories Company,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,0%
03-Mar-18,United States,Silver,Alpine Ski House,Components,Wheels,LL Road Rear Wheel,Black,113,2,226,5%
03-Mar-18,United States,Gold,Front Sporting Goods,Accessories,Locks,Cable Lock,,25,3,75,12%
03-Mar-18,United States,Gold,Commercial Sporting Goods,Accessories,Helmets,Sport-100,Blue,35,12,420,12%
03-Mar-18,United States,Silver,Central Discount Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
03-Mar-18,United States,Gold,Sales and Supply Company,Clothing,Tights,Women's Tights,Black,75,6,450,12%
03-Mar-18,United States,Silver,Golf and Cycle Store,Components,Mountain Frames,ML Mountain Frame,Black,349,8,2792,5%
04-Mar-18,Canada,Silver,Top Sports Supply,Components,Forks,LL Fork,,148,2,296,0%
04-Mar-18,United States,Silver,Wonderful Bikes Inc.,Components,Road Frames,ML Road Frame-W,Yellow,595,2,1190,5%
04-Mar-18,United States,Silver,Mountain Bike Center,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,7,630,5%
04-Mar-18,United States,Gold,Fashionable Bikes and Accessories,Components,Wheels,HL Mountain Rear Wheel,Black,327,4,1308,12%
04-Mar-18,United States,Silver,Vehicle Shop,Components,Road Frames,LL Road Frame,Black,337,3,1011,5%
05-Mar-18,United States,Platinum,Great Bikes,Components,Handlebars,HL Mountain Handlebars,,120,3,360,15%
05-Mar-18,United States,Silver,Latest Sports Equipment,Accessories,Helmets,Sport-100,Blue,35,7,245,5%
05-Mar-18,United States,Silver,Affordable Sports Equipment,Clothing,Shorts,Men's Sports Shorts,Black,60,5,300,5%
05-Mar-18,United States,Gold,Consolidated Sales,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,6,300,12%
05-Mar-18,United States,Silver,Catalog Store,Components,Headsets,ML Headset,,102,2,204,5%
05-Mar-18,Canada,Gold,Sundry Sporting Goods,Accessories,Helmets,Sport-100,Blue,35,2,70,2%
05-Mar-18,United States,Platinum,Larger Cycle Shop,Components,Wheels,ML Road Front Wheel,Black,248,5,1240,15%
05-Mar-18,United States,Silver,Racing Toys,Components,Road Frames,LL Road Frame,Black,337,1,337,5%
05-Mar-18,United States,Silver,Successful Sales Company,Components,Road Frames,ML Road Frame-W,Yellow,595,3,1785,5%
06-Mar-18,Canada,Silver,Custom Accessories Company,Clothing,Gloves,Half-Finger Gloves,Black,24,2,48,0%
06-Mar-18,United States,Gold,Retail Sales and Service,Accessories,Locks,Cable Lock,,25,2,50,12%
06-Mar-18,United States,Silver,Number 1 Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
07-Mar-18,United States,Gold,Area Bike Accessories,Clothing,Gloves,Half-Finger Gloves,Black,24,1,24,12%
07-Mar-18,Canada,Silver,Leisure Activities,Bikes,Mountain Bikes,Mountain-200,Silver,2320,2,4640,0%
07-Mar-18,United States,Silver,Retail Sporting Equipment,Components,Forks,HL Fork,,229,5,1145,5%
07-Mar-18,United States,Platinum,Great Bikes,Clothing,Tights,Women's Tights,Black,75,2,150,15%
08-Mar-18,United States,Silver,Farthermost Bike Shop,Clothing,Tights,Women's Tights,Black,75,3,225,5%
08-Mar-18,Canada,Gold,Seats and Saddles Company,Bikes,Mountain Bikes,Mountain-200,Black,2295,1,2295,2%
08-Mar-18,United States,Gold,Commercial Sporting Goods,Clothing,Gloves,Half-Finger Gloves,Black,24,9,216,12%
09-Mar-18,Canada,Silver,General Supplies,Clothing,Shorts,Men's Sports Shorts,Black,60,4,240,0%
09-Mar-18,Canada,Gold,Urban Sports Emporium,Bikes,Road Bikes,Road-650,Red,783,1,783,2%
09-Mar-18,United States,Silver,Elite Bikes,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,5%
10-Mar-18,United States,Silver,Separate Parts Corporation,Clothing,Gloves,Half-Finger Gloves,Black,24,2,48,5%
10-Mar-18,United States,Platinum,Real Sporting Goods,Components,Forks,LL Fork,,148,4,592,15%
10-Mar-18,Canada,Silver,Neighborhood Store,Accessories,Locks,Cable Lock,,25,5,125,0%
10-Mar-18,United Kingdom,Silver,Uttermost Bike Shop,Clothing,Caps,Cycling Cap,Multi,9,3,27,10%
10-Mar-18,United States,Gold,Bicycle Merchandise Warehouse,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,12%
10-Mar-18,Canada,Platinum,One Bike Company,Clothing,Gloves,Full-Finger Gloves,Black,38,8,304,8%
11-Mar-18,United States,Gold,Fitness Toy Store,Components,Wheels,LL Road Rear Wheel,Black,113,3,339,12%
11-Mar-18,United States,Silver,Separate Parts Corporation,Clothing,Caps,Cycling Cap,Multi,9,5,45,5%
11-Mar-18,United States,Platinum,Real Sporting Goods,Components,Handlebars,LL Mountain Handlebars,,45,3,135,15%
11-Mar-18,United States,Silver,Catalog Store,Components,Handlebars,ML Mountain Handlebars,,62,4,248,5%
11-Mar-18,United States,Gold,World of Bikes,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,12%
11-Mar-18,United States,Gold,Commercial Sporting Goods,Components,Headsets,HL Headset,,125,2,250,12%
11-Mar-18,United States,Silver,Advanced Bike Components,Clothing,Caps,Cycling Cap,Multi,9,14,126,5%
11-Mar-18,United States,Gold,Riders Company,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,6,540,12%
12-Mar-18,United States,Silver,Juvenile Sports Equipment,Accessories,Helmets,Sport-100,Black,35,4,140,5%
12-Mar-18,United States,Gold,Grand Sport Boutique,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,12%
12-Mar-18,Canada,Gold,Mercantile Outlet,Components,Headsets,ML Headset,,102,6,612,2%
13-Mar-18,United States,Platinum,Real Sporting Goods,Clothing,Caps,Cycling Cap,Multi,9,7,63,15%
13-Mar-18,United States,Gold,Riders Company,Accessories,Pumps,Minipump,,20,6,120,12%
13-Mar-18,United States,Gold,Rental Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,12%
14-Mar-18,United States,Silver,Preferred Bikes,Accessories,Pumps,Minipump,,20,8,160,5%
14-Mar-18,United States,Gold,eCommerce Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,7,350,12%
14-Mar-18,Canada,Gold,Sundry Sporting Goods,Components,Road Frames,LL Road Frame,Red,337,4,1348,2%
14-Mar-18,United States,Silver,Cash & Carry Bikes,Clothing,Gloves,Full-Finger Gloves,Black,38,3,114,5%
15-Mar-18,United States,Silver,Latest Sports Equipment,Clothing,Tights,Women's Tights,Black,75,1,75,5%
15-Mar-18,United States,Silver,Safe Cycles Shop,Clothing,Tights,Women's Tights,Black,75,2,150,5%
15-Mar-18,Canada,Gold,Price-Cutter Discount Bikes,Accessories,Helmets,Sport-100,Black,35,3,105,2%
16-Mar-18,United States,Silver,Valuable Bike Parts Company,Clothing,Gloves,Full-Finger Gloves,Black,38,1,38,5%
16-Mar-18,United States,Silver,Juvenile Sports Equipment,Components,Wheels,LL Mountain Front Wheel,Black,61,3,183,5%
16-Mar-18,United States,Platinum,Sturdy Toys,Components,Wheels,LL Mountain Rear Wheel,Black,88,2,176,15%
16-Mar-18,United States,Silver,Certified Bicycle Supply,Components,Road Frames,ML Road Frame-W,Yellow,595,1,595,5%
16-Mar-18,Canada,Platinum,Corner Bicycle Supply,Components,Handlebars,HL Road Handlebars,,120,3,360,8%
16-Mar-18,United States,Silver,Distinctive Store,Bikes,Road Bikes,Road-650,Black,783,4,3132,5%
16-Mar-18,United States,Silver,A Great Bicycle Company,Bikes,Road Bikes,Road-650,Red,783,1,783,5%
16-Mar-18,United States,Silver,Genuine Bike Shop,Clothing,Caps,Cycling Cap,Multi,9,6,54,5%
17-Mar-18,Canada,Silver,General Bike Corporation,Clothing,Tights,Women's Tights,Black,75,2,150,0%
17-Mar-18,United States,Gold,Tandem Bicycle Store,Components,Headsets,LL Headset,,34,2,68,12%
17-Mar-18,Canada,Gold,Family's Favorite Bike Shop,Clothing,Gloves,Full-Finger Gloves,Black,38,1,38,2%
17-Mar-18,United States,Silver,Resale Services,Clothing,Caps,Cycling Cap,Multi,9,2,18,5%
18-Mar-18,Canada,Silver,Transportation Options,Components,Mountain Frames,HL Mountain Frame,Silver,1365,1,1365,0%
18-Mar-18,United States,Silver,Orange Bicycle Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,5%
19-Mar-18,United States,Gold,Big-Time Bike Store,Clothing,Gloves,Half-Finger Gloves,Black,24,1,24,12%
19-Mar-18,United Kingdom,Silver,Commerce Bicycle Specialists,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,5,450,10%
20-Mar-18,Canada,Silver,Standard Bikes,Clothing,Gloves,Full-Finger Gloves,Black,38,6,228,0%
20-Mar-18,United Kingdom,Silver,Cycling Goods,Clothing,Caps,Cycling Cap,Multi,9,2,18,10%
20-Mar-18,United States,Silver,Small Bike Shop,Components,Mountain Frames,ML Mountain Frame,Black,349,3,1047,5%
21-Mar-18,Canada,Silver,Original Bicycle Supply Company,Accessories,Helmets,Sport-100,Black,35,4,140,0%
21-Mar-18,United States,Gold,Front Sporting Goods,Clothing,Caps,Cycling Cap,Multi,9,4,36,12%
21-Mar-18,United States,Silver,Eastside Department Store,Clothing,Gloves,Half-Finger Gloves,Black,24,7,168,5%
21-Mar-18,United States,Silver,Outdoor Equipment Store,Accessories,Helmets,Sport-100,Black,35,6,210,5%
22-Mar-18,United States,Gold,Reasonable Bicycle Sales,Clothing,Shorts,Men's Sports Shorts,Black,60,5,300,12%
23-Mar-18,United States,Silver,Wonderful Bikes Inc.,Components,Wheels,LL Road Rear Wheel,Black,113,4,452,5%
23-Mar-18,United States,Silver,Mountain Bike Center,Accessories,Pumps,Minipump,,20,3,60,5%
23-Mar-18,United States,Silver,Farthermost Bike Shop,Clothing,Caps,Cycling Cap,Multi,9,4,36,5%
24-Mar-18,United States,Gold,Seventh Bike Store,Accessories,Pumps,Minipump,,20,2,40,12%
24-Mar-18,United States,Silver,Grease and Oil Products Company,Clothing,Tights,Women's Tights,Black,75,6,450,5%
24-Mar-18,Canada,Gold,Twelfth Bike Store,Clothing,Shorts,Men's Sports Shorts,Black,60,6,360,2%
24-Mar-18,United States,Silver,Village Tours,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,5%
24-Mar-18,United States,Silver,Outdoor Equipment Store,Clothing,Tights,Women's Tights,Black,75,2,150,5%
25-Mar-18,United States,Silver,Exhilarating Cycles,Accessories,Helmets,Sport-100,Blue,35,9,315,5%
25-Mar-18,United States,Silver,Third Bike Store,Clothing,Tights,Women's Tights,Black,75,6,450,5%
26-Mar-18,Canada,Silver,Rewarding Activities Company,Accessories,Locks,Cable Lock,,25,6,150,0%
26-Mar-18,United States,Silver,Mechanical Sports Center,Clothing,Tights,Women's Tights,Black,75,1,75,5%
26-Mar-18,Canada,Gold,Vigorous Exercise Company,Components,Mountain Frames,HL Mountain Frame,Black,1350,3,4050,2%
27-Mar-18,United States,Silver,Affordable Sports Equipment,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,4,360,5%
27-Mar-18,United States,Silver,Mail-Order Outlet,Accessories,Locks,Cable Lock,,25,1,25,5%
27-Mar-18,United States,Silver,Preferred Bikes,Components,Handlebars,HL Road Handlebars,,120,3,360,5%
28-Mar-18,United States,Silver,Fitness Sport Boutique,Clothing,Caps,Cycling Cap,Multi,9,3,27,5%
28-Mar-18,United States,Platinum,Bicycle Accessories and Kits,Components,Mountain Frames,HL Mountain Frame,Silver,1365,2,2730,15%
29-Mar-18,United States,Platinum,Rally Day Mall,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,15%
29-Mar-18,United States,Silver,Affordable Sports Equipment,Accessories,Pumps,Minipump,,20,2,40,5%
29-Mar-18,United Kingdom,Silver,Cycling Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,10%
29-Mar-18,United States,Silver,Outdoor Equipment Store,Components,Wheels,HL Road Front Wheel,Black,330,6,1980,5%
29-Mar-18,Canada,Silver,Rapid Bikes,Accessories,Locks,Cable Lock,,25,3,75,0%
30-Mar-18,United Kingdom,Gold,Area Sheet Metal Supply,Components,Wheels,LL Road Rear Wheel,Black,113,1,113,24%
30-Mar-18,United States,Silver,Number 1 Supply,Components,Wheels,LL Road Rear Wheel,Black,113,3,339,5%
31-Mar-18,United States,Silver,Latest Sports Equipment,Clothing,Gloves,Full-Finger Gloves,Black,38,14,532,5%
31-Mar-18,United States,Silver,Mail-Order Outlet,Clothing,Caps,Cycling Cap,Multi,9,5,45,5%
31-Mar-18,United States,Silver,Golf and Cycle Store,Bikes,Mountain Bikes,Mountain-300,Black,1080,4,4320,5%
31-Mar-18,United States,Silver,Racing Toys,Bikes,Road Bikes,Road-250,Red,2443,1,2443,5%
01-Apr-18,United States,Gold,Reliable Brake Systems,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,12%
02-Apr-18,United States,Platinum,Larger Cycle Shop,Clothing,Caps,Cycling Cap,Multi,9,6,54,15%
03-Apr-18,United States,Silver,Spoke Manufacturers,Components,Road Frames,ML Road Frame-W,Yellow,595,1,595,5%
03-Apr-18,Canada,Gold,"Health Spa, Limited",Components,Handlebars,HL Road Handlebars,,120,2,240,2%
03-Apr-18,United States,Silver,The Gear Store,Clothing,Shorts,Men's Sports Shorts,Black,60,4,240,5%
03-Apr-18,Canada,Gold,Price-Cutter Discount Bikes,Components,Road Frames,ML Road Frame,Red,595,3,1785,2%
03-Apr-18,United States,Silver,Better Bike Shop,Accessories,Pumps,Minipump,,20,2,40,5%
03-Apr-18,United States,Silver,Sparkling Paint and Finishes,Clothing,Socks,Mountain Bike Socks,White,10,2,20,5%
04-Apr-18,United States,Silver,A Bike Store,Bikes,Road Bikes,Road-650,Red,783,1,783,5%
04-Apr-18,United States,Silver,Finer Parts Shop,Clothing,Shorts,Men's Sports Shorts,Black,60,1,60,5%
